database,pathway,genes
WP,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,"['TGFB3', 'TGFBR1', 'TGFBR2', 'NTN1', 'FOS', 'CSNK1A1L', 'TGFB1', 'TGFB2', 'MLH1', 'BCL2L11', 'CCND1', 'BCL2', 'TCF7L1', 'BRAF', 'MYC', 'CTNNB1', 'CSNK1A1', 'APC2', 'RALA', 'CASP3', 'RALB', 'MAPK1', 'MAPK3', 'TBK1', 'EXOC2', 'CDKN1A', 'LEF1', 'APC', 'ARAF', 'CASP9', 'AKT1', 'PTGS2', 'AKT2', 'CYCS', 'RALGDS', 'KRAS', 'MSH6', 'JUN', 'GADD45B', 'RAC2', 'MIR3191', 'RAC3', 'PMAIP1', 'AXIN1', 'AXIN2', 'BAD', 'BIRC5', 'GADD45G', 'DCC', 'BAK1', 'MAPK8', 'RAC1', 'POLK', 'SMAD2', 'SMAD3', 'TP53', 'SMAD4', 'RAF1', 'BAX', 'GSK3B', 'RHOA', 'DDB2', 'BBC3', 'AKT3', 'MAPK9', 'TCF7', 'MSH2', 'MAPK10', 'MSH3', 'REL', 'MAP2K1', 'TCF7L2', 'APPL1', 'GADD45A']"
WP,WP_RETT_SYNDROME_CAUSING_GENES,"['SMARCA2', 'EIF2B2', 'CDKL5', 'SMARCA1', 'SMARCA4', 'TRRAP', 'SRRM3', 'BRAF', 'TBL1X', 'CECR2', 'MECP2', 'GRIN2B', 'HDAC5', 'GRIN2A', 'MEF2C', 'SCN1A', 'HIVEP2', 'GABRA3', 'GPS2', 'ACTL6B', 'XAB2', 'KCNJ10', 'CHD4', 'FOXG1', 'HAP1', 'GABBR2', 'SYNGAP1', 'SCN8A', 'RHOBTB2', 'SYNE2', 'HDAC1', 'HTT', 'IMPDH2', 'CRK', 'GABRD', 'SHANK3', 'SCN2A', 'HDAC8', 'TBL1XR1', 'TCF4', 'TAF1B', 'SMC1A', 'NCOR2', 'MIR5004', 'NCOR1', 'SATB2', 'GNAO1', 'STXBP1', 'KDM5B']"
WP,WP_GENOTOXICITY_PATHWAY,"['TP53I3', 'RPS27', 'PCDH8', 'DAAM1', 'PLK3', 'SMAD5', 'CENPE', 'PPM1D', 'MEX3B', 'DCP1B', 'E2F8', 'RBM12B', 'TIGAR', 'CCP110', 'BTG2', 'BLOC1S2', 'PTGER4', 'EI24', 'TOPORS', 'TM7SF3', 'H2BC15', 'DUSP14', 'H2BC14', 'H2BC4', 'ACTA2', 'H2BC10', 'SEL1L', 'LCE1E', 'PHLDA3', 'H1-4', 'CDKN1A', 'RRM2B', 'BRMS1L', 'SERTAD1', 'TRIAP1', 'H2BC8', 'TNFRSF17', 'TRIM22', 'ITPKC', 'PRKAB1', 'PRKAB2', 'H3C4', 'NLRX1', 'MDM2', 'B3GNT2', 'E2F7', 'H2BC3', 'IKBIP', 'GXYLT1', 'SEMG2', 'ARRDC4', 'AEN', 'ID2', 'CEBPD', 'RAPGEF2', 'COIL', 'FBXO22', 'DDB2', 'ITPR1', 'LRRFIP2', 'CBLB', 'AMER1', 'GADD45A']"
WP,WP_NRF2ARE_REGULATION,"['NFE2L2', 'CUL3', 'CEBPB', 'PIK3CA', 'HMOX1', 'MAF', 'SLC7A11', 'GSK3B', 'FYN', 'EPHB2', 'GCLM', 'MAPK8', 'AIMP2', 'YES1', 'PRKCA', 'GSTA2', 'INSR', 'GCLC', 'NQO1', 'RBX1', 'SRC', 'KEAP1', 'PGAM5']"
WP,WP_LIPID_METABOLISM_PATHWAY,"['ACLY', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'HILPDA', 'FASN', 'PDHA1', 'ACSBG1', 'BCKDHA', 'PNPLA2', 'ACSS2', 'PRKAR2B', 'PRKAG2', 'ACACA', 'PRKAG1', 'PRKAR1A', 'LIPE', 'PRKAR1B', 'PRKAR2A', 'PRKAG3', 'ABHD5', 'AKT3', 'PLIN1', 'PRKACA', 'AKT1', 'PRKACB', 'AKT2', 'PRKACG']"
WP,WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION,"['PDE3B', 'PDE4A', 'PDE4B', 'PDE4C', 'PDE4D', 'PDE6A', 'PDE6C', 'PDE6D', 'PDE5A', 'CREB1', 'AC008397.1', 'CHRNA7', 'ADCY5', 'ADCY6', 'ADCY7', 'ADCY8', 'ADCY9', 'GUCY1B1', 'GUCY1A1', 'PDE1C', 'PDE2A', 'PDE3A', 'NOS1', 'GRIN2D', 'GRIN2C', 'GRIN2B', 'GRIN2A', 'GRIN1', 'DRD2', 'DRD1', 'PDE8A', 'PDE9A', 'PDE1B', 'PDE8B', 'PDE6B', 'PDE7A', 'PDE6G', 'PDE6H', 'ADCY10', 'ADCY4', 'PPP1R1B', 'GRIA1', 'ADORA2A', 'CHRFAM7A', 'PDE1A', 'PDE12', 'PDE7B', 'GUCY1A2', 'PDE10A', 'GUCY1B2', 'ADCY1', 'ADCY2', 'ADCY3', 'PDE11A']"
WP,WP_RAS_SIGNALING,"['PTPN11', 'RASSF1', 'GNGT2', 'GNGT1', 'PLA2G2D', 'RALBP1', 'HTR7', 'GNG11', 'GNG10', 'RASAL2', 'IGF1R', 'GNG7', 'PLA2G12A', 'GNG5', 'GNG4', 'BCL2L1', 'FASLG', 'GNG3', 'GNB3', 'GNB2', 'PLA1A', 'GNG13', 'CDC42', 'RASSF5', 'RALA', 'SHC4', 'RALB', 'GAB1', 'RRAS2', 'SHC2', 'GNG8', 'CALML5', 'PDGFRA', 'PLA2G2F', 'RGL1', 'GNG12', 'PLA2G4F', 'RRAS', 'CALM1', 'INSR', 'PLA2G2E', 'CALM2', 'CALM3', 'PLA2G6', 'SHOC2', 'PLA2G10', 'ABL1', 'SYNGAP1', 'PLA2G2A', 'BRAP', 'PLA2G4A', 'ABL2', 'MET', 'SOS1', 'PLA2G5', 'HRAS', 'KIT', 'PLA2G4D', 'FLT4', 'FLT3', 'FLT1', 'CALML3', 'PDGFRB', 'RASGRP2', 'PLA2G1B', 'PIK3R1', 'RAPGEF5', 'PIK3R2', 'KDR', 'RELA', 'PAK1', 'IKBKB', 'PIK3CA', 'JMJD7-PLA2G4B', 'ARF6', 'PIK3CB', 'TIAM1', 'PIK3CD', 'NTRK1', 'NTRK2', 'RHOA', 'PLA2G4B', 'PRKACA', 'AKT3', 'KSR2', 'PRKACB', 'SOS2', 'PRKACG', 'RASAL1', 'MAPK9', 'MAPK10', 'RASGRP1', 'REL', 'MAP2K1', 'MAP2K2', 'PAK3', 'PRKCG', 'NRAS', 'PAK5', 'RASA4B', 'PAK2', 'NGFR', 'PLA2G12B', 'RASGRP3', 'PLCG1', 'NF1', 'PLCG2', 'PLA2G4C', 'PRKCA', 'KSR1', 'PLD1', 'PRKCB', 'PLAAT3', 'STK4', 'PAK4', 'PLD2', 'GRIN2B', 'GRIN2A', 'LAT', 'GRIN1', 'TEK', 'MAPK1', 'MAPK3', 'PLA2G2C', 'RASAL3', 'RAP1A', 'EXOC2', 'CHUK', 'RAP1B', 'ETS2', 'ETS1', 'RGL2', 'AKT1', 'PLA2G3', 'SHC3', 'AKT2', 'TTBK1', 'RALGDS', 'RAB5A', 'KRAS', 'RAB5B', 'NFKB1', 'RAC2', 'RAC3', 'BAD', 'CSF1R', 'GNG2', 'GRB2', 'GNB4', 'ELK1', 'MRAS', 'AFDN', 'MAPK8', 'ZAP70', 'RASA4', 'FOXO4', 'PIK3R3', 'RAB5C', 'RAC1', 'EGFR', 'CALML4', 'SHC1', 'MIR5004', 'CALML6', 'RAF1', 'RIN1', 'GNB1', 'FGFR4', 'FGFR2', 'FGFR3', 'FGFR1', 'RASGRP4', 'RASA3', 'PLA2G4E', 'PLCE1', 'GNB5', 'IKBKG', 'GAB2', 'RASA1', 'EPHA2', 'RASA2', 'RASGRF1', 'BUB1B-PAK6', 'RASGRF2', 'PAK6']"
WP,WP_PYRIMIDINE_METABOLISM_AND_RELATED_DISEASES,"['RRM2', 'RRM1', 'TYMS', 'CPS1', 'TYMP', 'TK2', 'UMPS', 'CAD', 'DHODH', 'GLS2', 'NT5C3A', 'RRM2B', 'DPYS', 'DPYD', 'UPB1', 'OTC', 'NT5C']"
WP,WP_PURINE_METABOLISM_AND_RELATED_DISORDERS,"['PPAT', 'PFAS', 'MAT2A', 'XDH', 'PNP', 'PRPS1', 'AMPD1', 'HPRT1', 'TPMT', 'ATIC', 'ITPA', 'APRT', 'ADA', 'IMPDH1', 'RRM2B', 'ADSL', 'PAICS', 'ADSS2', 'AOX1', 'GRM5', 'DGUOK', 'GART']"
WP,WP_VITAMIN_B6DEPENDENT_AND_RESPONSIVE_DISORDERS,"['PIGV', 'ALPI', 'ALDH7A1', 'PNPO', 'AASS']"
WP,WP_FERROPTOSIS,"['MAP1LC3C', 'SLC11A2', 'SLC39A8', 'FTH1', 'SLC40A1', 'NCOA4', 'STEAP3', 'HMOX1', 'ACSL6', 'CYBB', 'CP', 'MAP1LC3B', 'TF', 'SAT1', 'VDAC2', 'GCLC', 'VDAC3', 'ACSL5', 'ATG7', 'ACSL1', 'SLC39A14', 'ATG5', 'SLC3A2', 'TFRC', 'TP53', 'LPCAT3', 'PCBP1', 'FTMT', 'PCBP2', 'ACSL4', 'SLC7A11', 'ACSL3', 'FTL', 'ALOX15', 'GCLM', 'MAP1LC3A', 'PRNP', 'SAT2', 'GSS', 'GPX4']"
WP,WP_DISORDERS_OF_THE_KREBS_CYCLE,"['DLST', 'SUCLG1', 'SUCLA2', 'PDHX', 'DHTKD1', 'SUCLG2', 'FH']"
WP,WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,"['CLDN12', 'TGFB3', 'TGFBR1', 'TGFBR2', 'OCLN', 'MPP5', 'MIR4683', 'CLDN14', 'TGFB1', 'SNAI2', 'TGFB2', 'RBPJ', 'FOXM1', 'FOXC2', 'EZH2', 'CDH1', 'MMP15', 'CLDN23', 'TWIST2', 'PDCD6', 'MEF2D', 'HIF1A', 'FOXQ1', 'DLK1', 'PKD1', 'CLDN8', 'CLDN15', 'TWIST1', 'CLDN10', 'CLDN1', 'WNT4', 'CLDN19', 'CLDN6', 'CLDN2', 'CLDN17', 'NOTCH1', 'VTN', 'NOTCH2', 'NOTCH3', 'NOTCH4', 'SLC7A14-AS1', 'TRAF6', 'SOS1', 'CDH2', 'HRAS', 'MIR6511B1', 'NR2C2', 'WNT16', 'CLDN9', 'FZD5', 'FZD3', 'GDF15', 'CLDN22', 'NRP2', 'PKP1', 'PKP2', 'WNT3', 'FZD1', 'WNT2', 'FZD4', 'PIK3R1', 'STRAP', 'WNT6', 'PIK3R2', 'TUSC3', 'SMAD2', 'WNT5A', 'MAPK12', 'SMAD3', 'CRB3', 'WNT7B', 'FZD8', 'SMAD4', 'WNT7A', 'FZD9', 'PAK1', 'WNT8B', 'FZD6', 'WNT8A', 'FZD7', 'ID2', 'ID1', 'PIK3CA', 'PIK3CB', 'WNT1', 'PIK3CD', 'MAP2K6', 'FN1', 'CLDN7', 'CLDN3', 'CLDN4', 'AKT3', 'SOS2', 'MAPK11', 'MAP2K4', 'FZD10', 'ZEB1', 'MAPK13', 'MAP2K1', 'MAP2K2', 'MAP2K3', 'CTDSP1', 'WNT9B', 'WNT9A', 'CLDN5', 'TJP1', 'WNT10B', 'WNT2B', 'WNT11', 'CTNNB1', 'WNT10A', 'FMNL2', 'EED', 'ITGA5', 'JAG2', 'CLDN18', 'MAPK1', 'MAPK3', 'MIR6755', 'LATS2', 'PROX1', 'JUP', 'DLL4', 'SPARC', 'AKT1', 'CLDN20', 'AKT2', 'KRAS', 'DLL1', 'COL4A4', 'COL4A3', 'COL4A2', 'COL4A1', 'DSP', 'CLDN24', 'GRB2', 'MAPK14', 'NUBPL', 'MAPK8', 'PIK3R3', 'ZEB2', 'LRP6', 'WNT3A', 'LRP5', 'CLDN11', 'TP53', 'SHC1', 'RAF1', 'JAG1', 'SUZ12', 'GSK3B', 'RBBP4', 'WNT5B', 'FZD2', 'COL4A6', 'COL4A5', 'MMP2', 'DLL3', 'CDKL2', 'CLDN16', 'EIF5A2', 'SNAI1', 'TMPRSS4', 'MMP9']"
WP,WP_TYPE_2_PAPILLARY_RENAL_CELL_CARCINOMA,"['CUL2', 'TGFB3', 'VEGFA', 'MIR5572', 'EPAS1', 'EP300', 'TGFB1', 'FH', 'MIR1281', 'TGFB2', 'CTSK', 'COL21A1', 'ELOC', 'RBX1', 'CADM2', 'ELOB', 'ARNT2', 'DVL2', 'HIF1A', 'SFPQ', 'PDGFB', 'EGLN3', 'TGFA', 'EGLN2', 'TFE3', 'EGLN1', 'BIRC7', 'CDKN1A', 'CREBBP', 'SLC2A1', 'TFEB', 'ARNT', 'PRCC', 'DIAPH1', 'VHL', 'SETD2']"
WP,WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION,"['MAD2L1', 'ANAPC11', 'PTTG1', 'SMC1A', 'ESPL1', 'SMC3', 'MAD1L1', 'CENPE', 'BUB3', 'ANAPC2', 'MIR3610', 'CDC20', 'BUB1', 'BUB1B', 'RAD21', 'STAG1']"
WP,WP_VITAMIN_D_IN_INFLAMMATORY_DISEASES,"['NFKB1', 'NFKBIA', 'RXRA', 'SMAD3', 'RELA', 'TNF', 'SMAD4', 'PPP3CA', 'VDR', 'NFATC1', 'IKBKB', 'MED14', 'DUSP1', 'MAP2K6', 'IL6', 'CHUK', 'MAPK14', 'NR3C1', 'IKBKG', 'PPP3R1', 'MAP3K1', 'MAP2K3']"
WP,WP_THIAMINE_METABOLIC_PATHWAYS,"['TPK1', 'BCKDK', 'SLC19A3', 'SLC25A19', 'SLC19A2', 'TKT', 'PDHA1', 'OGDH', 'BCKDHA']"
WP,WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS,"['MAG', 'MBP', 'TNF', 'OLIG1', 'BMP2', 'CXCL2', 'BMP4', 'FGF2', 'IGF1', 'IL1B', 'SHH', 'NKX2-2', 'LIF', 'OLIG2', 'MOG', 'SOX5', 'NKX2-6', 'PDGFB', 'SOX10', 'PLP1', 'MYT1', 'SOX9', 'MIR6073', 'CNTF', 'SOX6', 'CNP', 'CXCL1', 'SOX8', 'OMG', 'ASCL1', 'GLI2']"
WP,WP_VIRAL_ACUTE_MYOCARDITIS,"['SOCS1', 'MIR7705', 'TNF', 'ITGAL', 'CREB1', 'PYCARD', 'TGFB1', 'JAK1', 'AIF1', 'CCND1', 'IL2', 'BCL2', 'BCL2L1', 'CASP1', 'NOS1', 'CASP2', 'BID', 'CASP3', 'CD40LG', 'CASP6', 'JKAMP', 'TLR4', 'TLR3', 'MAPK1', 'SGCB', 'MAPK3', 'SGCA', 'SGCG', 'SGCD', 'CXCR4', 'NOD2', 'IL6', 'CASP7', 'EIF4G2', 'CASP8', 'CAAP1', 'CASP9', 'EIF4G1', 'CD4', 'EDN1', 'AKT1', 'ACTB', 'CYCS', 'ITGB2', 'SRC', 'RAC2', 'ABL1', 'NFKB2', 'TLR5', 'RAC3', 'STAT1', 'ABL2', 'SOS1', 'STAT3', 'TICAM1', 'DMD', 'DFFB', 'IFNG', 'DFFA', 'ILK', 'CCR5', 'PTCRA', 'CCR3', 'CAV1', 'MYH6', 'KRT8', 'PIK3R1', 'MICA', 'PABPC1', 'ENDOG', 'IL12B', 'IL12A', 'BAX', 'PARP1', 'CXADR', 'GSK3B', 'HLA-DMA', 'FYN', 'BNIP2', 'LAMA2', 'CD80', 'IL10', 'CHRAC1', 'RASA1', 'DAG1', 'MMP9', 'CD55']"
WP,WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT,"['SHMT2', 'TYMS', 'SLC46A1', 'ATIC', 'FOLR1', 'DHFR', 'MTHFD1', 'MTHFR', 'GART', 'ALDH1L1', 'MTR', 'MTHFS', 'FTCD']"
WP,WP_VITAMIN_B12_DISORDERS,"['MMAB', 'MMUT', 'CUBN', 'MTRR', 'MMADHC', 'CBLIF', 'MMACHC', 'MMAA', 'CD320', 'AMN', 'MTR', 'TCN2', 'TCN1']"
WP,WP_ULTRACONSERVED_REGION_339_MODULATION_OF_TUMOR_SUPPRESSOR_MICRORNAS_IN_CANCER,"['CCNE2', 'TP53', 'MIR95', 'MIR663B', 'MIR339']"
WP,WP_MITOCHONDRIAL_FATTY_ACID_SYNTHESIS_PATHWAY,"['HSD17B12', 'OXSM', 'MECR', 'MCAT', 'ACACA']"
WP,WP_OMEGA9_FA_SYNTHESIS,"['ACSL1', 'MIR6734', 'FADS2', 'FADS1', 'ELOVL6', 'ELOVL1', 'FASN', 'ACSL4', 'ACSL3', 'ACOT2', 'MIR1908', 'SCD5', 'ELOVL3', 'ELOVL2', 'ELOVL5', 'SCD']"
WP,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,"['NDUFA1', 'NDUFA2', 'NDUFA3', 'ACAD9', 'NDUFV2', 'NDUFA12', 'NDUFS2', 'NDUFS3', 'NDUFV1', 'NDUFS4', 'NDUFS5', 'NDUFS6', 'DMAC1', 'NDUFAF3', 'MT-ND5', 'MT-ND6', 'NDUFAF4', 'FOXRED1', 'ECSIT', 'NDUFA5', 'NDUFV3', 'MT-ND1', 'MT-ND2', 'MT-ND4', 'NDUFAF6', 'TMEM70', 'MT-ND4L', 'NDUFA10', 'NDUFAB1', 'DMAC2', 'NDUFB1', 'NDUFB2', 'NDUFB3', 'COA1', 'TMEM186', 'TIMMDC1', 'TMEM126B', 'NUBPL', 'NDUFAF1', 'NDUFA6', 'NDUFA7', 'NDUFA8', 'NDUFB11', 'NDUFAF2', 'NDUFAF7', 'NDUFB10', 'NDUFC1', 'NDUFC2', 'NDUFS1', 'NDUFA13', 'NDUFB4', 'NDUFB5', 'NDUFB6', 'NDUFB7', 'NDUFB8', 'NDUFB9']"
WP,WP_NETRINUNC5B_SIGNALING_PATHWAY,"['PTPN11', 'TNF', 'NTN1', 'ARHGEF12', 'DAPK1', 'PRKCA', 'CCL2', 'CASP3', 'INPP5D', 'YAP1', 'UNC5B', 'ITGB4', 'MAPK1', 'MAPK3', 'SELE', 'VCAM1', 'MYF5', 'PLEKHH1', 'ALPL', 'AKT1', 'SRC', 'PTK2', 'JUN', 'AGAP2', 'ICAM1', 'PPP2R1B', 'MAPK14', 'COL1A1', 'ROBO4', 'RAC1', 'KDR', 'TP53', 'RAF1', 'PPP1CA', 'IL1A', 'NTN4', 'CIP2A', 'PTK2B', 'PIK3CA', 'CCN2', 'RGMA', 'DCSTAMP', 'RHOA', 'NTN3', 'FYN', 'CDH5', 'IL10', 'RLF', 'PTPA', 'NEO1', 'MAP2K1', 'MAP2K2']"
WP,WP_CANONICAL_NFKB_PATHWAY,"['NFKB1', 'NFKBIA', 'CHUK', 'RELA', 'NFKBIE', 'IKBKB', 'IKBKG', 'REL']"
WP,WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY,"['SGMS2', 'CERS5', 'UGT8', 'SPTLC1', 'SMPD1', 'CERS1', 'SPTLC2', 'CERK', 'SGPP2', 'UGCG', 'CERS2', 'DEGS2', 'CERS3', 'SGPP1', 'DEGS1', 'SGMS1', 'GDF1', 'CERS6', 'KDSR', 'CERS4', 'SGPL1', 'ASAH1', 'SPHK1', 'PLPP3', 'SPHK2']"
WP,WP_OVERVIEW_OF_INTERFERONSMEDIATED_SIGNALING_PATHWAY,"['STAT2', 'STAT1', 'IFNA5', 'IFNA4', 'IFNA2', 'IFNE', 'IFNGR2', 'IFNL3', 'IFNL1', 'IFNA1', 'JAK1', 'IFNL2', 'JAK2', 'IFNGR1', 'IFNK', 'IFNG', 'IFNB1', 'IFNAR2', 'IFNAR1', 'PRKCA', 'IRF9', 'TYK2', 'PIK3R1', 'IFNLR1', 'IFNA21', 'IFNA17', 'PIK3CA', 'IFNL4', 'IFNA16', 'IFNA14', 'IFNA13', 'IFNA10', 'IL10RB', 'IFNA8', 'IFNW1', 'IFNA7', 'IFNA6']"
WP,WP_INTERACTIONS_BETWEEN_IMMUNE_CELLS_AND_MICRORNAS_IN_TUMOR_MICROENVIRONMENT,"['SOCS1', 'TGFB3', 'MIR200B', 'TRAF6', 'NFKB1', 'MIR200A', 'CCL5', 'NFKB2', 'TGFBR2', 'MIR203A', 'MIR200C', 'MIRLET7D', 'MIR27A', 'STAT3', 'IL2RG', 'IL2RB', 'TGFB1', 'TGFB2', 'MIR23A', 'IL2RA', 'TLR7', 'CD274', 'CCL2', 'TLR4', 'MIR210', 'MIR212', 'PDCD1', 'MIR138-2', 'CTLA4', 'MIR203B', 'IL4R', 'CD80', 'IRAK4', 'TLR8', 'IL4', 'CD86', 'STAT6', 'MIR138-1', 'PIAS3', 'CXCL10']"
WP,WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME,"['SNAP29', 'HAND2', 'GABBR1', 'NPRL3', 'H4C14', 'BCL2', 'FOXC2', 'THAP7', 'SHH', 'CDC42', 'SEPTIN5', 'CHRD', 'AC023491.2', 'RBX1', 'MALT1', 'TANGO2', 'DGCR2', 'VWF', 'RIMBP3B', 'TSSK2', 'POLR2A', 'CYP26A1', 'HIRA', 'CLDN1', 'AIFM3', 'RCC1', 'SEPTIN8', 'DGCR8', 'ALDH4A1', 'ARNTL', 'C22orf39', 'SLC2A4', 'MIR6816', 'PITX2', 'RORC', 'SHOC2', 'P2RX6', 'ZDHHC8', 'ASF1A', 'FOXC1', 'NKX2-5', 'MRPL40', 'KLHL22', 'TMEM191A', 'CCDC188', 'GGT2', 'UFD1', 'PI4KA', 'HDAC3', 'ARVCF', 'CLDN3', 'SEPTIN11', 'CDC45', 'TSKS', 'ZNF74', 'TBX1', 'CYP26B1', 'NPRL2', 'HES1', 'SCARF2', 'CUL3', 'CLDN5', 'MAG', 'LZTR1', 'ALDH1A2', 'DGCR6', 'RTN4', 'DGCR5', 'DGCR11', 'AC008132.1', 'H4C9', 'GLUD1', 'KPNB1', 'MIR1306', 'CDH15', 'DROSHA', 'XPO1', 'SLC7A4', 'FAM230E', 'PAK4', 'LINC00896', 'DRD2', 'FOXA2', 'LINC01637', 'ESS2', 'MIR4761', 'PAX3', 'ACTA2', 'SREBF1', 'MIR3618', 'SIRT1', 'SERPIND1', 'PRKN', 'RTL10', 'RANGAP1', 'PPP1CB', 'PLK1', 'TNPO1', 'CLTCL1', 'TUBA3FP', 'H4-16', 'TXNRD2', 'PRODH', 'RAN', 'RANBP1', 'EMC10', 'GBX2', 'HIRIP3', 'MIR3198-2', 'H4C1', 'SLC25A1', 'FGF8', 'DEPDC5', 'CBX5', 'COMT', 'DGCR6L', 'CRKL', 'MED15', 'SRF', 'SREBF2', 'ACTC1', 'GSC2', 'OAT', 'CYP26C1', 'EGFR', 'H4C8', 'HIC2', 'TOP2A', 'H4C2', 'H4C11', 'H4C3', 'RTN4R', 'TP53', 'H4C5', 'RAF1', 'NCOR1', 'H4C13', 'FGFR2', 'LRRC74B', 'H4C6', 'H4C12', 'FGFR1', 'H4C4', 'GP1BB', 'GP1BA', 'GNB1L', 'H4C15', 'TRMT2A', 'FGF10', 'GP9', 'RELN', 'GP5']"
WP,WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,"['PAK3', 'TRIO', 'STAT3', 'FOS', 'PAK5', 'F2RL2', 'EPHB6', 'EPHB4', 'SORT1', 'PAK2', 'NGFR', 'ARF1', 'PIK3R6', 'EPHB3', 'EPHB2', 'EPHB1', 'PIK3R3', 'MIR3620', 'PAK4', 'RAC1', 'PIK3CG', 'PIK3R4', 'PAK1', 'TWIST1', 'PIK3CA', 'PIK3R5', 'PIK3CB', 'PIK3CD', 'TIAM1', 'NTRK2', 'RHOA', 'NGEF', 'KIDINS220', 'AKT3', 'MMP2', 'AKT1', 'AKT2', 'BDNF', 'MMP8', 'BUB1B-PAK6', 'MMP9', 'PAK6', 'CDH11', 'JUN']"
WP,WP_OMEGA3OMEGA6_FA_SYNTHESIS,"['ACSL1', 'PLA2G6', 'ACOX3', 'FADS2', 'PLA2G4A', 'PLA2G5', 'FADS1', 'ACSL4', 'ACSL3', 'ACOT2', 'PLA2G4B', 'MIR1908', 'ELOVL2', 'ELOVL5', 'ACOX1']"
WP,WP_CYSTEINE_AND_METHIONINE_CATABOLISM,"['MAT1A', 'ETHE1', 'AHCY', 'SQOR', 'CTH', 'CSAD', 'CDO1', 'CBS', 'SUOX', 'BHMT', 'MPST', 'GCLC', 'GSS', 'GOT1', 'MTR']"
WP,WP_THYROID_HORMONES_PRODUCTION_AND_THEIR_PERIPHERAL_DOWNSTREAM_SIGNALLING_EFFECTS,"['DUOX2', 'TRH', 'RPS6KB1', 'MAP4K5', 'TTF2', 'TSC1', 'RPS6', 'DIO2', 'DIO1', 'ADRB3', 'CTNNB1', 'ADCY8', 'NHSL1', 'PNPLA2', 'IYD', 'SHH', 'PPARGC1A', 'ZNF516', 'MGLL', 'FOXO1', 'DIO3', 'TSHR', 'TSHB', 'PRKG2', 'ITGB3', 'MAPK1', 'FRS2', 'WNT4', 'TPO', 'AQP7', 'RPS6KA6', 'CASP9', 'ATF2', 'MTOR', 'NOTCH1', 'PRKCQ', 'PLIN1', 'ITGAV', 'ACTL6B', 'TSC2', 'PPARG', 'NPY', 'SRC', 'PAX8', 'SLCO1C1', 'THRB', 'TBC1D4', 'THRA', 'RXRA', 'DUOXA2', 'POMC', 'SOS1', 'HRAS', 'KDM1A', 'MDM2', 'BAD', 'KDM3B', 'GRB2', 'MAPK14', 'RPTOR', 'SLC16A10', 'KLB', 'SLC16A2', 'RHEB', 'SIRT6', 'SLC5A5', 'FGF21', 'MLST8', 'NPR1', 'TP53', 'RAF1', 'TG', 'PRDM16', 'AGRP', 'MAFA', 'PIK3CA', 'PLCB1', 'TTF1', 'FGFR1', 'UCP1', 'SLC26A4', 'MC4R', 'GSK3B', 'AKT1S1', 'ITPR2', 'AKT3', 'PRKACA', 'ADCY3', 'MAPKAPK3', 'CREB3', 'MAP2K1', 'NPPA', 'PFKFB2', 'NPPB', 'SECISBP2L']"
WP,WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR,"['TRIO', 'STAT3', 'NGFR', 'ARF1', 'MIR3620', 'RAC1', 'ADAMTS13', 'PAK1', 'TWIST1', 'TIAM1', 'EFNA2', 'EFNA1', 'NTRK2', 'RHOA', 'PARD3', 'KIDINS220', 'AKT3', 'MMP2', 'AKT1', 'EFNB3', 'AKT2', 'EFNB2', 'BDNF', 'EFNB1', 'MMP8', 'EFNA5', 'MMP9', 'EFNA4', 'EFNA3', 'JUN', 'CDH11']"
WP,WP_CONTROL_OF_IMMUNE_TOLERANCE_BY_VASOACTIVE_INTESTINAL_PEPTIDE,"['VIP', 'CTLA4', 'IL12A', 'TGFB1', 'IL2', 'FAS', 'IFNG', 'IL5', 'CD28', 'IL4', 'CD80', 'IL10', 'CD86']"
WP,WP_RELATIONSHIP_BETWEEN_INFLAMMATION_COX2_AND_EGFR,"['NRAS', 'ESR1', 'HRAS', 'BRAF', 'PLA1A', 'PTGER1', 'PTGER2', 'PTGER3', 'PTGER4', 'PTGES2', 'EGFR', 'PIK3CG', 'MAPK1', 'MAPK3', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'CYP19A1', 'AKT3', 'MMP1', 'AKT1', 'PTGS2', 'AKT2', 'SRC', 'KRAS']"
